1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"48,542.48","49,875.99","51,739.50","54,206.00","56,056.44","59,893.75","60,520.45","64,066.02","69,322.75","71,270.48","73,789.83","77,602.50","81,261.21","83,172.64","87,589.74","92,147.56","94,520.23","96,416.78","97,482.63","98,823.22","99,590.37","96,816.55","99,869.93","99,581.21","98,186.53","107,380.41","113,684.87",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:02:03 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Energy"
"Copyright 2018 Department of the Environment and Energy."
