1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"33,495.73","36,078.16","37,459.40","38,121.29","39,206.12","41,620.16","43,890.51","45,088.99","45,096.61","45,258.82","46,366.16","47,336.00","48,330.46","48,539.49","49,016.65","50,902.47","51,230.41","52,611.37","53,661.46","57,888.70","56,960.44","60,673.99","63,194.12","68,216.22","69,189.27","70,440.41","73,783.58",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:22:23 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Energy"
"Copyright 2018 Department of the Environment and Energy."
