1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
478.81,477.13,476.11,476.31,477.98,477.09,475.93,474.34,473.14,472.03,471.39,478.00,475.62,471.32,473.41,405.06,395.59,372.53,379.00,320.90,376.94,371.60,358.74,339.68,356.80,311.35,346.86,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:16:52 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Waste"
"Copyright 2018 Department of the Environment and Energy."
