1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"171,566.60","160,819.38","143,043.57","132,504.59","129,760.46","128,547.28","123,521.86","129,480.84","134,334.22","150,350.45","151,912.41","163,183.39","169,012.06","160,095.00","158,145.57","179,831.02","178,206.56","174,228.36","163,061.75","158,100.02","159,323.70","149,622.73","151,725.12","152,333.62","149,510.31","153,348.22","153,004.30",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:01:52 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for National Greenhouse Gas Inventory Total"
"Copyright 2018 Department of the Environment and Energy."
