1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
736.45,747.29,773.35,796.13,776.49,798.99,810.20,806.47,797.15,771.46,772.12,778.77,756.34,759.55,717.18,731.99,732.46,737.11,757.10,773.00,775.18,780.85,786.81,782.36,778.94,793.43,812.03,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:24:46 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Residential"
"Copyright 2018 Department of the Environment and Energy."
