1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"2,314.79","2,247.95","2,195.70","2,193.49","2,241.98","2,172.61","2,274.30","2,301.80","2,296.12","2,323.68","2,108.49","2,142.74","2,127.58","2,243.57","2,181.45","2,199.01","2,204.84","2,134.90","1,969.34","1,997.80","1,930.75","2,089.70","2,160.14","2,180.85","2,288.79","2,160.11","2,087.00",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:16:27 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Agriculture"
"Copyright 2018 Department of the Environment and Energy."
