1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
528.56,530.83,547.73,563.15,541.77,538.46,525.98,517.64,497.90,473.82,474.11,470.64,445.53,480.28,452.26,475.40,494.57,501.54,530.90,482.80,482.28,492.43,498.34,564.73,532.92,531.12,528.84,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:05:13 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Residential"
"Copyright 2018 Department of the Environment and Energy."
