1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"18,575.75","19,075.90","18,651.65","18,108.90","17,572.57","17,683.38","17,922.27","18,198.59","19,138.26","18,977.20","20,515.01","19,483.34","19,668.41","18,083.08","19,333.05","19,497.14","19,115.54","19,070.54","19,063.13","19,953.95","18,291.30","20,495.53","19,934.84","20,638.84","20,663.52","18,562.14","18,296.47",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:07:30 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Agriculture"
"Copyright 2018 Department of the Environment and Energy."
