1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
347.05,349.17,354.39,366.38,379.08,390.37,385.74,401.67,410.70,423.38,435.11,529.94,537.70,598.33,534.06,581.68,589.28,582.94,616.02,511.37,471.95,432.06,431.72,436.81,413.58,424.07,434.38,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:10:42 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Agriculture, Forestry and Fishing"
"Copyright 2018 Department of the Environment and Energy."
