1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
645.29,654.33,677.29,699.10,677.48,697.97,711.08,709.75,704.33,681.60,684.75,690.41,675.44,735.32,717.19,743.23,772.78,758.48,778.42,760.32,740.80,736.43,783.56,815.14,815.58,817.78,826.87,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:10:35 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Residential"
"Copyright 2018 Department of the Environment and Energy."
