1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
56.66,59.24,68.37,72.61,78.19,88.13,92.29,93.57,86.86,86.39,90.54,93.49,96.51,91.26,92.30,102.22,102.02,113.07,124.60,121.12,117.23,324.84,333.46,314.94,327.13,439.90,408.18,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 16:58:27 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Domestic aviation"
"Copyright 2018 Department of the Environment and Energy."
