1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
124.95,126.49,130.25,138.01,131.07,129.52,123.06,128.07,127.93,132.70,139.79,134.10,153.01,158.61,152.08,118.17,90.51,101.95,142.39,150.24,145.08,165.90,183.12,198.46,166.58,172.73,171.56,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:01:04 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Industrial Processes"
"Copyright 2018 Department of the Environment and Energy."
