1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"21,024.91","19,437.97","20,684.60","20,638.93","20,528.98","20,666.81","19,780.14","20,376.89","21,451.25","21,910.60","22,268.71","22,512.42","22,912.91","23,729.38","23,648.84","23,997.10","23,591.66","24,536.94","24,880.24","23,539.18","23,504.00","21,960.97","21,215.11","20,213.06","19,881.03","19,728.10","19,914.38",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:08:14 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Energy"
"Copyright 2018 Department of the Environment and Energy."
