1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"10,869.99","10,548.35","10,533.57","10,274.92","10,255.31","10,002.43","10,095.72","9,831.43","9,969.51","9,995.23","10,109.51","9,225.78","9,440.80","9,264.24","10,317.89","10,469.88","9,820.95","9,496.62","8,695.89","8,704.65","8,691.85","7,893.05","8,240.33","8,066.43","8,722.79","8,801.86","8,865.04",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:25:37 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Agriculture"
"Copyright 2018 Department of the Environment and Energy."
