1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
356.08,360.69,371.20,375.21,355.52,340.71,327.00,318.30,295.72,271.09,255.23,246.97,209.42,197.17,180.15,155.02,156.68,146.98,155.43,217.16,206.57,191.16,188.76,138.30,131.05,125.09,122.25,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:15:37 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Residential"
"Copyright 2018 Department of the Environment and Energy."
