1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"3,152.74","3,542.69","3,784.19","3,895.46","4,388.15","5,232.26","4,496.21","6,136.88","6,921.06","6,743.53","8,181.89","8,239.26","8,248.14","8,574.27","8,345.50","9,784.17","9,369.99","10,202.83","10,989.71","11,204.82","12,776.45","11,780.42","12,833.51","13,444.77","13,151.99","16,146.07","17,508.44",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:05:53 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Fugitive Emissions From Fuels"
"Copyright 2018 Department of the Environment and Energy."
