1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"1,581.32","1,552.39","1,571.29","1,632.37","1,666.41","1,739.00","1,775.09","1,793.19","1,768.16","1,757.34","1,770.63","1,755.31","1,766.00","1,831.18","1,934.70","1,972.97","1,994.16","2,030.48","2,087.98","2,010.91","2,030.20","1,919.68","1,764.31","1,752.74","1,718.41","1,714.24","1,714.49",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:14:20 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Transport"
"Copyright 2018 Department of the Environment and Energy."
