1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"6,688.51","6,597.86","6,700.47","6,864.48","7,231.71","7,735.46","8,044.66","8,218.29","8,317.49","8,442.26","8,587.30","8,757.04","9,006.69","9,298.57","9,547.82","9,780.42","10,098.16","10,809.70","11,026.39","10,596.91","10,728.85","11,756.03","12,462.86","12,904.97","13,302.77","13,623.75","14,512.02",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:23:30 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Transport"
"Copyright 2018 Department of the Environment and Energy."
