1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
133.84,135.24,136.23,137.75,138.11,138.46,138.25,138.22,137.65,140.66,144.08,148.87,153.12,158.11,156.68,117.19,98.27,105.56,133.63,140.37,142.75,151.42,162.83,140.18,87.28,164.76,195.31,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:01:30 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Waste"
"Copyright 2018 Department of the Environment and Energy."
