1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"1,698.65","1,775.79","1,773.16","1,772.37","1,775.13","1,776.67","1,784.30","1,798.23","1,812.68","1,852.80","1,892.48","1,942.38","1,801.16","1,434.55","1,347.50","1,449.37","1,403.27","1,533.88","1,530.89","1,517.38","1,795.41","1,784.48","1,693.79","1,657.25","1,628.87","1,519.30","1,741.21",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:25:51 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Waste"
"Copyright 2018 Department of the Environment and Energy."
