1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"45,389.74","46,333.30","47,955.31","50,310.53","51,668.29","54,661.49","56,024.24","57,929.14","62,401.69","64,526.94","65,607.95","69,363.24","73,013.07","74,598.37","79,244.23","82,363.39","85,150.24","86,213.95","86,492.92","87,618.40","86,813.92","85,036.13","87,036.42","86,136.44","85,034.54","91,234.34","96,176.43",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:02:16 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Fuel Combustion"
"Copyright 2018 Department of the Environment and Energy."
