1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
27.25,26.25,27.20,27.68,27.59,27.91,25.59,24.32,22.94,22.10,23.34,23.47,22.57,21.28,20.45,18.58,16.80,16.52,21.87,15.41,14.87,15.55,16.88,18.76,14.44,14.00,14.32,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:00:03 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Residential"
"Copyright 2018 Department of the Environment and Energy."
