1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"1,743.98","1,785.19","1,775.21","1,759.92","1,866.30","1,841.77","1,938.84","1,979.31","2,026.78","2,026.75","2,030.19","2,203.27","2,315.11","2,191.60","2,260.25","2,263.55","2,296.26","2,432.95","2,594.60","2,140.80","2,624.08","2,944.94","2,938.87","2,949.30","2,897.85","2,831.46","3,007.17",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:01:14 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Agriculture"
"Copyright 2018 Department of the Environment and Energy."
