1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
586.87,560.47,571.08,594.76,568.37,551.79,560.82,561.61,583.37,558.11,543.11,399.44,415.04,489.43,501.27,521.00,544.69,551.09,566.32,606.73,634.05,685.99,777.24,798.56,798.71,877.50,928.65,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 16:53:38 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Railways"
"Copyright 2018 Department of the Environment and Energy."
