1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
692.56,673.96,689.27,714.92,747.08,801.08,831.71,829.31,867.74,882.88,896.29,846.48,868.78,855.10,869.76,878.70,890.06,"1,040.16","1,034.64",963.98,928.57,"1,237.42","1,199.15","1,168.07","1,184.15","1,307.42","1,338.59",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 16:58:18 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Transport"
"Copyright 2018 Department of the Environment and Energy."
