1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
332.58,324.68,332.58,340.47,332.58,321.52,321.52,321.52,320.50,322.31,322.31,186.30,166.01,165.50,182.59,133.80,134.20,133.98,124.74,246.45,226.32,250.40,214.80,244.48,239.50,257.58,289.95,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:09:49 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Railways"
"Copyright 2018 Department of the Environment and Energy."
