1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"3,323.54","3,320.48","3,317.24","3,330.58","3,353.08","3,272.16","3,072.34","3,110.14","3,055.14","3,009.56","3,006.57","3,070.82","2,950.64","2,717.74","2,664.72","2,558.24","2,499.63","2,794.62","2,934.20","3,165.00","3,186.38","3,285.50","2,826.80","3,037.46","2,938.50","2,982.06","2,991.86",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:07:43 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Waste"
"Copyright 2018 Department of the Environment and Energy."
