1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"6,483.77","6,329.29","6,220.88","6,221.40","6,041.63","5,816.02","5,845.94","5,770.09","5,940.43","5,943.46","5,952.44","5,953.79","6,188.30","6,039.68","6,080.59","5,864.87","5,746.81","5,589.41","5,077.11","5,191.50","4,942.00","5,722.75","5,620.27","5,636.62","5,803.48","5,587.57","5,518.99",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:11:31 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Agriculture"
"Copyright 2018 Department of the Environment and Energy."
