1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"15,068.00","14,818.56","14,550.11","14,132.66","14,711.92","14,524.04","14,904.90","15,140.20","14,551.30","14,778.82","15,772.99","16,100.13","16,196.85","15,498.33","15,492.08","16,326.55","15,428.87","14,752.90","13,870.70","13,614.28","13,539.90","14,216.77","14,959.83","14,737.34","14,934.40","14,715.43","13,877.61",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:21:36 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Agriculture"
"Copyright 2018 Department of the Environment and Energy."
