1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"16,013.45","15,683.54","15,981.13","16,193.83","16,395.47","16,866.42","17,353.08","17,810.50","17,757.54","18,026.45","18,366.47","18,307.07","18,781.56","19,609.09","20,331.87","20,447.34","20,689.67","20,974.75","21,140.55","21,309.15","21,687.74","22,282.40","21,841.02","21,759.51","22,539.17","22,773.51","22,258.48",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:19:30 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Transport"
"Copyright 2018 Department of the Environment and Energy."
