1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"3,715.70","3,873.90","3,192.66","3,252.01","3,317.56","3,417.17","3,444.19","3,493.83","3,407.33","3,464.93","3,395.51","3,412.17","3,494.21","3,482.98","3,743.54","3,930.71","4,073.66","4,090.98","4,519.80","4,240.31","4,287.68","4,191.14","4,003.50","4,317.59","3,909.12","3,629.36","3,977.32",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:12:44 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Energy"
"Copyright 2018 Department of the Environment and Energy."
