1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"13,361.47","14,486.25","14,826.94","15,531.38","16,085.15","16,974.69","18,214.50","18,427.53","19,089.18","19,003.43","19,602.04","20,327.45","20,788.72","21,176.17","20,674.87","22,557.30","23,020.29","23,033.29","22,978.98","26,479.85","25,708.68","27,771.93","27,281.03","28,417.82","28,539.84","30,072.82","31,841.74",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:22:47 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Energy Industries"
"Copyright 2018 Department of the Environment and Energy."
