1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
281.10,291.20,306.55,314.63,319.24,337.15,350.99,356.48,371.24,403.90,409.02,355.96,399.10,364.00,364.39,381.91,384.35,391.33,391.71,401.74,406.37,320.47,327.25,328.83,441.53,460.19,468.72,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:10:26 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Commercial / Institutional"
"Copyright 2018 Department of the Environment and Energy."
