1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
450.56,482.14,498.86,435.71,462.99,457.47,449.85,457.85,444.43,439.70,442.06,539.16,559.68,569.95,623.63,647.31,647.31,660.16,698.82,648.33,704.22,699.41,913.49,"1,039.64","1,145.50","1,457.39","1,514.38",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:23:54 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Railways"
"Copyright 2018 Department of the Environment and Energy."
