1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
145.09,94.55,80.06,95.22,102.03,82.38,62.47,64.68,64.63,65.36,66.71,63.27,68.38,68.48,71.56,86.42,87.74,81.51,74.09,95.70,114.08,113.26,86.40,97.27,92.07,107.07,99.82,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:09:59 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Domestic Navigation"
"Copyright 2018 Department of the Environment and Energy."
