1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"1,891.04","1,678.56","1,872.40","2,076.99","2,064.52","2,076.43","2,269.27","2,379.32","2,682.45","2,756.43","3,189.65","4,470.95","4,650.39","5,449.73","5,440.28","3,945.95","4,805.17","5,502.54","5,017.31","5,108.32","5,802.31","5,607.35","5,808.73","5,082.99","4,952.46","4,898.00","5,022.51",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:25:29 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Industrial Processes"
"Copyright 2018 Department of the Environment and Energy."
