1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"11,186.68","11,443.05","11,718.80","12,213.07","12,602.65","13,504.24","13,931.49","14,270.06","14,458.38","14,534.89","15,002.48","15,273.25","15,788.61","16,298.14","17,358.62","17,884.83","18,263.23","18,976.08","19,244.55","19,735.53","19,903.05","20,379.91","21,218.52","21,225.71","21,239.51","21,422.64","22,513.61",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:03:46 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Transport"
"Copyright 2018 Department of the Environment and Energy."
