1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
660.80,694.26,656.91,638.41,601.62,753.41,683.82,732.07,761.12,606.60,634.13,673.90,677.05,675.87,766.17,970.78,861.60,"1,031.15",385.36,745.12,724.61,616.40,536.82,334.01,309.81,358.78,361.50,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:04:21 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Domestic Navigation"
"Copyright 2018 Department of the Environment and Energy."
