1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"79,170.24","80,607.54","82,271.28","80,680.04","80,474.41","84,482.33","87,219.14","89,797.06","96,363.77","98,259.09","100,248.11","99,886.78","98,099.31","101,252.48","105,984.27","104,811.35","105,012.40","103,716.12","104,922.07","108,426.63","107,759.67","107,797.11","110,110.76","102,444.66","100,671.47","104,484.66","103,150.02",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:18:02 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Energy"
"Copyright 2018 Department of the Environment and Energy."
