1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"22,792.46","23,407.71","24,633.63","26,199.99","26,832.97","28,693.40","29,705.96","30,995.17","35,236.77","36,656.47","37,138.85","40,642.02","43,146.91","42,651.34","46,185.77","47,562.98","49,858.01","50,080.67","49,492.79","50,702.43","49,187.38","46,552.71","46,672.98","44,772.33","42,711.93","48,231.70","50,144.92",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:02:41 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Public Electricity and Heat Production"
"Copyright 2018 Department of the Environment and Energy."
