1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"5,416.35","5,350.40","5,287.64","5,223.34","4,980.29","4,970.55","4,345.14","4,283.62","3,979.97","4,089.86","3,669.72","3,736.25","3,965.07","3,962.83","3,921.71","3,916.52","3,896.95","3,806.10","3,757.42","3,754.90","3,760.80","3,302.69","2,772.58","2,004.96","2,115.34","2,434.77","2,549.01",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:21:50 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Waste"
"Copyright 2018 Department of the Environment and Energy."
