1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"4,401.55","4,442.95","4,617.22","4,793.07","4,670.27","4,934.75","5,111.81","5,132.56","5,175.23","5,068.86","5,143.47","5,232.61","5,241.76","5,151.37","5,143.69","5,152.79","5,331.11","5,367.25","5,425.91","5,606.63","5,680.57","5,808.58","5,822.40","5,916.87","6,054.99","6,192.54","6,317.13",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:20:37 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Residential"
"Copyright 2018 Department of the Environment and Energy."
