1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
181.56,181.56,181.56,189.46,134.20,106.57,112.88,115.25,108.15,124.73,132.62,147.62,151.56,151.68,157.09,292.08,307.87,334.72,371.31,337.63,302.18,298.31,301.08,319.39,312.37,338.57,355.70,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:19:54 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Railways"
"Copyright 2018 Department of the Environment and Energy."
