1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"13,499.05","13,171.92","13,065.21","12,817.95","13,528.74","13,615.54","13,468.76","13,437.26","13,446.67","13,972.49","13,183.77","12,004.49","12,061.19","13,058.96","14,074.72","14,530.49","14,618.47","15,339.43","15,494.24","13,101.45","15,172.46","16,103.35","13,151.18","12,208.83","11,783.71","12,962.23","13,233.09",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 16:55:53 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Industrial Processes"
"Copyright 2018 Department of the Environment and Energy."
