1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"1,825.81","1,843.61","1,888.90","1,947.56","1,876.61","1,918.27","1,938.34","1,930.05","1,906.51","1,837.55","1,836.11","1,843.63","1,788.30","1,822.63","1,804.81","1,766.43","1,851.40","1,844.61","1,866.12","1,833.87","1,864.77","1,920.00","1,961.93","2,048.16","2,047.98","2,008.25","2,026.55",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 16:54:43 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Residential"
"Copyright 2018 Department of the Environment and Energy."
