1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
625.73,602.15,609.87,627.77,642.11,676.45,702.77,711.04,720.73,728.53,734.92,715.84,727.45,733.51,750.87,751.98,758.76,776.50,798.34,769.08,788.32,830.82,795.84,793.76,798.24,810.90,883.50,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 16:58:43 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Road Transportation"
"Copyright 2018 Department of the Environment and Energy."
