1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"1,388.73","1,386.02","1,218.71","1,237.66","1,054.44","1,243.99",967.73,915.47,774.10,801.65,765.74,784.18,863.22,830.92,796.58,755.15,779.05,794.08,879.58,891.35,890.19,898.96,880.72,934.97,953.34,866.33,"1,071.64",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:11:43 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Waste"
"Copyright 2018 Department of the Environment and Energy."
