1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
378.91,380.12,284.18,277.49,284.18,287.34,281.82,279.45,277.08,292.08,291.29,364.70,428.64,426.02,526.53,473.64,457.85,458.64,800.08,800.08,789.87,754.67,787.58,827.13,817.66,663.25,629.63,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:04:12 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Railways"
"Copyright 2018 Department of the Environment and Energy."
