1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"4,532.57","4,185.60","4,074.84","3,977.19","3,901.25","3,991.50","4,134.76","4,340.90","4,339.18","4,475.14","5,170.15","4,739.01","4,712.56","4,289.84","5,021.47","4,913.30","5,696.68","6,091.94","6,622.71","7,064.53","7,329.94","7,057.33","7,103.44","7,136.70","7,284.83","6,684.96","6,673.29",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 16:57:07 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Energy"
"Copyright 2018 Department of the Environment and Energy."
