1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"9,457.69","9,525.10","9,864.74","10,340.71","10,720.52","11,299.50","11,689.06","11,900.51","12,182.95","12,439.34","12,811.60","12,842.64","13,365.54","13,920.00","14,715.10","14,932.73","15,341.78","15,743.56","16,196.23","16,322.90","16,523.98","16,821.80","17,554.95","17,644.82","17,630.82","18,107.75","19,107.33",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:04:05 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Road Transportation"
"Copyright 2018 Department of the Environment and Energy."
