1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"5,376.99","5,297.66","5,342.24","5,479.78","5,535.84","5,672.41","5,719.15","5,808.28","5,854.20","5,932.89","5,963.44","5,735.09","5,792.28","6,076.43","6,230.97","6,175.76","6,330.55","6,366.56","6,422.84","6,486.77","6,555.16","6,549.86","6,341.22","6,362.64","6,423.86","6,485.90","6,583.92",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:09:26 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Transport"
"Copyright 2018 Department of the Environment and Energy."
