1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"18,952.40","18,787.59","19,035.56","19,536.79","20,004.56","21,252.44","21,788.74","22,012.25","21,915.26","22,320.72","22,739.12","22,743.30","22,932.26","23,455.62","24,120.35","24,425.10","24,636.87","24,954.33","25,282.68","25,641.39","26,335.94","26,641.95","26,574.35","26,617.46","26,575.00","27,740.39","27,370.46",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 16:52:28 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Transport"
"Copyright 2018 Department of the Environment and Energy."
