1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
31.58,31.58,31.58,31.58,31.58,33.15,35.52,35.52,35.52,35.52,37.89,37.10,38.68,38.86,54.47,63.15,47.36,48.56,48.56,21.47,20.29,20.60,20.05,22.18,22.73,18.95,19.34,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:15:02 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Railways"
"Copyright 2018 Department of the Environment and Energy."
