1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
"7,296.97","7,261.01","7,237.26","7,098.77","6,809.60","6,654.24","6,162.10","5,965.61","5,654.34","5,609.51","5,461.82","5,464.69","5,525.62","5,112.14","4,964.47","4,996.06","4,917.28","4,927.66","5,200.40","4,937.73","4,910.40","4,666.18","4,153.55","3,914.64","4,098.61","3,274.78","3,236.99",

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 16:56:21 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Waste"
"Copyright 2018 Department of the Environment and Energy."
