1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
86.76,78.85,70.47,66.26,62.36,58.52,50.60,45.29,42.42,41.25,43.99,43.84,44.21,48.67,62.96,29.20,84.88,89.27,91.82,101.14,98.42,92.03,86.83,83.23,84.24,83.23,80.17,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:15:29 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Commercial / Institutional"
"Copyright 2018 Department of the Environment and Energy."
