1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,
107.19,96.77,107.11,138.16,189.94,241.76,267.64,277.97,283.18,314.22,334.90,453.57,525.92,532.42,532.84,563.39,589.53,618.30,620.80,401.14,338.87,257.89,245.41,249.14,275.08,268.51,279.19,

"Source: Australian Greenhouse Emissions Information System, Department of the Environment and Energy. (Wed Nov 14 2018 17:24:17 GMT+1100 (Australian Eastern Daylight Time))"
"Footnote: These emission estimates are accounted for Other Transportation"
"Copyright 2018 Department of the Environment and Energy."
